曜日時限,授業科目,担当教員,開講区分,開講年度学期,単位数,曜日
月3,F13530 無機化学Ⅲ,佐藤　泰史,週間授業,2025年度春学期,2.0単位,1
月2,F13590 分析化学Ⅰ,横山　崇,週間授業,2025年度春学期,2.0単位,1
月3,F13600 分析化学Ⅱ,横山　崇,週間授業,2025年度秋学期,2.0単位,1
月4 月5,F13780 動物生理・生化学実習 月45,水野　信哉／託見　健,週間授業,2025年度秋学期,2.0単位,1
月5,F13860 情報リテラシー,目加田　和之／安藤　和子,週間授業,2025年度春学期,2.0単位,1
月1,F13940 動物比較解剖学,村上　貴弘,週間授業,2025年度春学期,2.0単位,1
月2,F13950 動物機能解剖学,託見　健,週間授業,2025年度春学期,2.0単位,1
月4,F13960 動物遺伝学,布目　三夫,週間授業,2025年度春学期,2.0単位,1
月3,F13970 生化学,水野　信哉,週間授業,2025年度春学期,2.0単位,1
月2,F14030 動物系統分類学,小林　秀司,週間授業,2025年度秋学期,2.0単位,1
月3,F14040 寄生動物学,小林　秀司,週間授業,2025年度春学期,2.0単位,1
月1,F14420 微生物学,片山　誠一,週間授業,2025年度春学期,2.0単位,1
月2,F14570 分子遺伝学,橋川　直也,週間授業,2025年度春学期,2.0単位,1
月2,F14590 一般検査寄生虫学,富安　聡／片岡　健,週間授業,2025年度春学期,2.0単位,1
月2,F14620 輸血検査学,松永　望,週間授業,2025年度秋学期,2.0単位,1
月3 月4 月5,F14700 生化学検査学実習 (後半)月345,逢坂　大樹／富安　聡／前田　なつ美,週間授業(学期後半),2025年度秋学期,1.0単位,1
月3 月4 月5,F14710 一般検査寄生虫学実習 (前半)月345,富安　聡／逢坂　大樹／片岡　健／前田　なつ美,週間授業(学期前半),2025年度秋学期,1.0単位,1
月3 月4 月5,F14720 血液検査学実習 (後半)月345,片岡　健／児島　葉子,週間授業(学期後半),2025年度秋学期,1.0単位,1
月3,F14880 ＣＡＥⅡ,近藤　千尋,週間授業,2025年度秋学期,2.0単位,1
月3 月4,F14890 機械製図Ⅰ 月34 (機シ以外は教職の教科に関する科目),中井　賢治,週間授業,2025年度春学期,2.0単位,1
月3 月4,F14900 機械製図Ⅱ 月34,田中　雅次,週間授業,2025年度秋学期,2.0単位,1
月4,F14950 マテリアルサイエンスⅠ,中川　惠友,週間授業,2025年度春学期,2.0単位,1
月4,F14960 マテリアルサイエンスⅡ,中川　惠友,週間授業,2025年度秋学期,2.0単位,1
月3,F15030 機械力学Ⅰ,吉田　浩治,週間授業,2025年度春学期,2.0単位,1
月3,F15040 機械力学Ⅱ,林　良太,週間授業,2025年度秋学期,2.0単位,1
月1,F15120 計測工学,關　正憲,週間授業,2025年度秋学期,2.0単位,1
月4,F15290 ロボット工学,吉田　浩治,週間授業,2025年度秋学期,2.0単位,1
月2,F15310 弾塑性力学の基礎,中井　賢治,週間授業,2025年度春学期,2.0単位,1
月2,F15400 機械数学,桑木　賢也,週間授業,2025年度秋学期,2.0単位,1
月3,F15440 数学Ⅰ,加地　博子,週間授業,2025年度春学期,2.0単位,1
月2,F15450 数学Ⅱ,七戸　希,週間授業,2025年度秋学期,2.0単位,1
月1,F15460 数学Ⅲ,中谷　達行,週間授業,2025年度春学期,2.0単位,1
月4,F15490 電磁気学Ⅰ,栗田　満史,週間授業,2025年度秋学期,2.0単位,1
月3,F15630 電気電子計測,七戸　希,週間授業,2025年度秋学期,2.0単位,1
月1,F15730 ロボット工学,クルモフ　バレリー,週間授業,2025年度秋学期,2.0単位,1
月2,F15750 半導体工学,河村　実生,週間授業,2025年度春学期,2.0単位,1
月3,F15840 画像工学,太田　寛志,週間授業,2025年度春学期,2.0単位,1
月4,F15850 コンピュータネットワーク,太田　寛志,週間授業,2025年度秋学期,2.0単位,1
月1,F15860 ディジタル回路Ⅰ,道西　博行,週間授業,2025年度秋学期,2.0単位,1
月2,F15910 情報リテラシー,荒井　伸太郎,週間授業,2025年度春学期,2.0単位,1
月4,F15930 電気回路Ⅲ,七戸　希,週間授業,2025年度春学期,2.0単位,1
月3 月4,F16010 情報工学実験 月34 ＪＢクラス,片山　謙吾／川畑　宣之／尾崎　亮,週間授業,2025年度春学期,2.0単位,1
月3,F16140 情報通信基礎論,麻谷　淳,週間授業,2025年度春学期,2.0単位,1
月3 月4,F16230 エンジニアリングデザイン実習 月34 （Ａ）,尾崎　亮,週間授業,2025年度秋学期,2.0単位,1
月3 月4,F16240 エンジニアリングデザイン実習 月34 （Ｂ）,島田　英之／上嶋　明,週間授業,2025年度秋学期,2.0単位,1
月2,F16320 情報工学フロンティアⅠ (前半)月2 JAクラス,島田　恭宏／上田　千晶,週間授業(学期前半),2025年度春学期,1.0単位,1
月2,F16340 情報工学フロンティアⅡ (後半)月2 JAクラス,島田　英之／川畑　宣之／島田　恭宏／西川　憲明／片山　謙吾／尾崎　亮／上嶋　明／麻谷　淳／近藤　真史／上田　千晶,週間授業(学期後半),2025年度春学期,1.0単位,1
月2,F16380 ワイヤレスネットワーク,川畑　宣之,週間授業,2025年度秋学期,2.0単位,1
月1,F16510 オートマトンと言語理論,西川　憲明,週間授業,2025年度春学期,2.0単位,1
月4,F16550 応用数学Ⅱ,小田　哲也,週間授業,2025年度春学期,2.0単位,1
月3,F16570 論理回路Ⅱ,近藤　真史,週間授業,2025年度秋学期,2.0単位,1
月4 木4 木5,F16630 基礎化学Ⅰ (前半)月4木45,滝澤　昇,週間授業(学期前半),2025年度春学期,2.0単位,1
月4 月5 木4,F16640 基礎化学Ⅰ (前半)月45木4,滝澤　昇,週間授業(学期前半),2025年度秋学期,2.0単位,1
月4 木4 木5,F16650 基礎化学Ⅱ (後半)月4木45,滝澤　昇,週間授業(学期後半),2025年度春学期,2.0単位,1
月4 月5 木4,F16660 基礎化学Ⅱ (後半)月45木4,滝澤　昇,週間授業(学期後半),2025年度秋学期,2.0単位,1
月2,F16700 数値実験とプレゼンテーション技法,平野　博之／牧　祥／藤田　佳江,週間授業,2025年度春学期,2.0単位,1
月1,F16800 無機化学Ⅰ,草野　圭弘,週間授業,2025年度春学期,2.0単位,1
月4,F16830 生化学Ⅱ,古賀　雄一,週間授業,2025年度秋学期,2.0単位,1
月2,F16920 反応工学,永谷　尚紀,週間授業,2025年度春学期,2.0単位,1
月3,F16950 コロイド界面化学,森山　佳子,週間授業,2025年度春学期,2.0単位,1
月3,F16970 バイオテクノロジー,永谷　尚紀,週間授業,2025年度秋学期,2.0単位,1
月4 月5,F17150 流体力学Ⅱ (後半)月45,荒木　圭典,週間授業(学期後半),2025年度秋学期,2.0単位,1
月1,F17320 技術者倫理,中西　啓二／中山　哲士／小林　正実／弥田　俊男／坂本　和彦／平山　文則／堀田　洋之／納村　信之／八百板　季穂／馬淵　大宇／増田　俊哉,週間授業,2025年度秋学期,2.0単位,1
月3 月4 月5,F17370 設計演習Ⅱ 月345,納村　信之／ジェフリー　ムーサス／弥田　俊男／平山　文則／八百板　季穂／馬淵　大宇／増田　俊哉,週間授業,2025年度春学期,3.0単位,1
月3 月4 月5,F17400 設計演習Ⅲ 月345,馬淵　大宇／ジェフリー　ムーサス／弥田　俊男／平山　文則／納村　信之／八百板　季穂／増田　俊哉／水上　健二,週間授業,2025年度秋学期,3.0単位,1
月2,F17410 日本建築史,江面　嗣人／八百板　季穂／増田　俊哉,週間授業,2025年度春学期,2.0単位,1
月2,F17460 近代建築史,弥田　俊男／馬淵　大宇,週間授業,2025年度秋学期,2.0単位,1
月1,F17640 構造計画,中西　啓二,週間授業,2025年度春学期,2.0単位,1
月3,F17970 情報処理演習Ⅰ (前半),小畑　秀明,週間授業(学期前半),2025年度春学期,1.0単位,1
月3,F17980 情報処理演習Ⅱ (後半),小畑　秀明,週間授業(学期後半),2025年度春学期,1.0単位,1
月4 月5,F18260 電気・電子工学実験 月45,松宮　潔,週間授業,2025年度春学期,2.0単位,1
月3,F18280 情報処理工学,堀　純也,週間授業,2025年度春学期,2.0単位,1
月3,F18310 医用生体計測装置学,小畑　秀明,週間授業,2025年度秋学期,2.0単位,1
月3,F18311 生体計測装置学Ⅰ (前半),小畑　秀明,週間授業(学期前半),2025年度秋学期,1.0単位,1
月3,F18312 生体計測装置学Ⅱ (後半),小畑　秀明,週間授業(学期後半),2025年度秋学期,1.0単位,1
月2,F18370 医用機器安全管理学Ⅰ,堀　純也,週間授業,2025年度秋学期,2.0単位,1
月2,F18380 医用機器安全管理学Ⅱ,堀　純也,週間授業,2025年度春学期,2.0単位,1
月2 木2,F18560 基礎数学Ⅰ (前半)月2木2 川島正行,川島　正行,週間授業(学期前半),2025年度春学期,2.0単位,1
月2 木2,F18570 基礎数学Ⅰ (前半)月2木2 江本正喜,江本　正喜,週間授業(学期前半),2025年度春学期,2.0単位,1
月2 木2,F18580 基礎数学Ⅰ (前半)月2木2 河野敏行,河野　敏行,週間授業(学期前半),2025年度春学期,2.0単位,1
月2 木2,F18590 基礎数学Ⅰ (前半)月2木2 菅野幸夫,菅野　幸夫,週間授業(学期前半),2025年度春学期,2.0単位,1
月2 木2,F18640 基礎解析Ⅰ (後半)月2木2 加瀬遼一,加瀬　遼一,週間授業(学期後半),2025年度春学期,2.0単位,1
月2 木2,F18650 基礎解析Ⅰ (後半)月2木2 川島正行,川島　正行,週間授業(学期後半),2025年度春学期,2.0単位,1
月2 木2,F18660 基礎解析Ⅰ (後半)月2木2 李天鎬,李　天鎬,週間授業(学期後半),2025年度春学期,2.0単位,1
月2 木2,F18670 基礎解析Ⅰ (後半)月2木2 荒木圭典,荒木　圭典,週間授業(学期後半),2025年度春学期,2.0単位,1
月2 木2,F18720 線形代数Ⅰ (前半)月2木2 加瀬遼一,加瀬　遼一,週間授業(学期前半),2025年度秋学期,2.0単位,1
月2 木2,F18730 線形代数Ⅰ (前半)月2木2 榊原道夫,榊原　道夫,週間授業(学期前半),2025年度秋学期,2.0単位,1
月2 木2,F18740 線形代数Ⅰ (前半)月2木2 河野敏行,河野　敏行,週間授業(学期前半),2025年度秋学期,2.0単位,1
月2 木2,F18750 線形代数Ⅰ (前半)月2木2 荒木圭典,荒木　圭典,週間授業(学期前半),2025年度秋学期,2.0単位,1
月2 木2,F18760 線形代数Ⅱ (後半)月2木2 加瀬遼一,加瀬　遼一,週間授業(学期後半),2025年度秋学期,2.0単位,1
月2 木2,F18770 線形代数Ⅱ (後半)月2木2 松下尚史,松下　尚史,週間授業(学期後半),2025年度秋学期,2.0単位,1
月2 木2,F18780 線形代数Ⅱ (後半)月2木2 榊原道夫,榊原　道夫,週間授業(学期後半),2025年度秋学期,2.0単位,1
月2 木2,F18790 線形代数Ⅱ (後半)月2木2 河野敏行,河野　敏行,週間授業(学期後半),2025年度秋学期,2.0単位,1
月3 木3,F18940 情報リテラシー (前半)月3木3 三宅新二,三宅　新二,週間授業(学期前半),2025年度春学期,2.0単位,1
月3 木3,F18950 情報リテラシー (前半)月3木3 北川文夫,北川　文夫,週間授業(学期前半),2025年度春学期,2.0単位,1
月3 木3,F18960 情報リテラシー (前半)月3木3 廣田雅春,廣田　雅春,週間授業(学期前半),2025年度春学期,2.0単位,1
月3 木3,F18970 情報リテラシー (前半)月3木3 秋山英久,秋山　英久,週間授業(学期前半),2025年度春学期,2.0単位,1
月3 木3,F18980 情報リテラシー (前半)月3木3 荒木圭典,荒木　圭典,週間授業(学期前半),2025年度春学期,2.0単位,1
月3 木3,F18990 情報処理入門 (後半)月3木3 三宅新二,三宅　新二,週間授業(学期後半),2025年度春学期,2.0単位,1
月3 木3,F19000 情報処理入門 (後半)月3木3 山田訓,山田　訓,週間授業(学期後半),2025年度春学期,2.0単位,1
月3 木3,F19010 情報処理入門 (後半)月3木3 廣田雅春,廣田　雅春,週間授業(学期後半),2025年度春学期,2.0単位,1
月3 木3,F19020 情報処理入門 (後半)月3木3 木戸善之,木戸　善之,週間授業(学期後半),2025年度春学期,2.0単位,1
月4,F19180 情報関連法学,田中　宏和,週間授業,2025年度秋学期,2.0単位,1
月4,F19220 ものづくり体験演習,赤木　徹也／荒木　圭典／趙　菲菲／横田　雅司／小林　亘,週間授業,2025年度春学期,2.0単位,1
月3,F19250 ロボット創造工学Ⅱ,藤本　真作／赤木　徹也／趙　菲菲／横田　雅司／小林　亘,週間授業,2025年度秋学期,2.0単位,1
月4,F19350 材料力学Ⅰ,松浦　洋司,週間授業,2025年度春学期,2.0単位,1
月3,F19370 流体力学,小林　亘,週間授業,2025年度春学期,2.0単位,1
月2 木2,F19480 確率 (後半)月2木2,栁　貴久男,週間授業(学期後半),2025年度春学期,2.0単位,1
月1,F19490 数値解析 綴木馴,綴木　馴,週間授業,2025年度秋学期,2.0単位,1
月1,F19500 数値解析 河野敏行,河野　敏行,週間授業,2025年度秋学期,2.0単位,1
月4,F19510 解析Ⅱ,平松　直哉,週間授業,2025年度秋学期,2.0単位,1
月3 木3,F19520 代数Ⅰ (前半)月3木3,加瀬　遼一,週間授業(学期前半),2025年度秋学期,2.0単位,1
月3 木3,F19530 代数Ⅱ (後半)月3木3,加瀬　遼一,週間授業(学期後半),2025年度秋学期,2.0単位,1
月3,F19600 暗号理論,安田　貴徳,週間授業,2025年度春学期,2.0単位,1
月2,F19610 ネットワーク技術論,劉　渤江,週間授業,2025年度春学期,2.0単位,1
月2 木2,F19830 統計 (前半)月2木2,栁　貴久男,週間授業(学期前半),2025年度春学期,2.0単位,1
月3,F19880 データ分析法,栁　貴久男,週間授業,2025年度秋学期,2.0単位,1
月1,F19940 ゲームグラフィックス,大山　和紀,週間授業,2025年度春学期,2.0単位,1
月1,F19960 ゲーミフィケーション,大山　和紀,週間授業,2025年度秋学期,2.0単位,1
月2,F19990 音とコンピュータ,菅野　幸夫,週間授業,2025年度秋学期,2.0単位,1
月3,F20000 映像制作技術論,江本　正喜,週間授業,2025年度春学期,2.0単位,1
月2,F20040 コンピュータグラフィックス演習,浅山　泰祐,週間授業,2025年度秋学期,2.0単位,1
月2,F20070 ロボット運動学,藤本　真作,週間授業,2025年度秋学期,2.0単位,1
月1,F20080 ロボットダイナミクス,藤本　真作,週間授業,2025年度春学期,2.0単位,1
月1 月2,F20150 ロボット制御プログラミング (後半)月12,荒木　圭典,週間授業(学期後半),2025年度秋学期,2.0単位,1
月2,F20260 材料工学,松浦　洋司,週間授業,2025年度春学期,2.0単位,1
月1,F20340 オペレーティングシステム,三宅　新二,週間授業,2025年度秋学期,2.0単位,1
月4,F20380 解析演習,栁　貴久男,週間授業,2025年度春学期,2.0単位,1
月4,F20381 解析演習Ⅰ (前半),栁　貴久男,週間授業(学期前半),2025年度春学期,1.0単位,1
月4,F20382 解析演習Ⅱ (後半),栁　貴久男,週間授業(学期後半),2025年度春学期,1.0単位,1
月2,F20500 コンピュータグラフィックス演習,浅山　泰祐,週間授業,2025年度秋学期,2.0単位,1
月2,F20560 生命科学のための生物学 BAとBB,安藤　秀哉／南　善子／長田　洋輔,週間授業,2025年度春学期,2.0単位,1
月2,F20570 生命科学のための生物学 BCとBD,安藤　秀哉／南　善子／長田　洋輔,週間授業,2025年度春学期,2.0単位,1
月3,F20590 生命科学のための化学 BAとBB,山口　悟／福井　康祐,週間授業,2025年度春学期,2.0単位,1
月3,F20610 生命科学のための化学 BCとBD,山口　悟／福井　康祐,週間授業,2025年度春学期,2.0単位,1
月2,F20680 生命物質化学 BAとBB,林　謙一郎,週間授業,2025年度秋学期,2.0単位,1
月3,F20690 生命物質化学 BCとBD・生化,林　謙一郎,週間授業,2025年度秋学期,2.0単位,1
